product_id,location_id,day_date,sales_units,sales_value
SKU-1001,47,2026-04-30,4,109.96
SKU-1001,47,2026-05-09,1,27.49
SKU-1001,101,2025-09-11,2,54.98
SKU-1001,101,2025-10-03,3,82.47
SKU-1001,101,2025-10-07,2,54.98
SKU-1001,101,2025-10-11,4,109.96
SKU-1001,101,2025-10-14,4,109.96
SKU-1001,101,2025-10-18,4,109.96
SKU-1001,101,2025-11-12,4,109.96
SKU-1001,101,2025-11-13,4,109.96
SKU-1001,101,2025-11-26,3,82.47
SKU-1001,101,2025-11-28,1,27.49
SKU-1001,101,2025-12-02,2,54.98
SKU-1001,101,2025-12-05,2,54.98
SKU-1001,101,2025-12-13,3,82.47
SKU-1001,101,2025-12-14,1,27.49
SKU-1001,101,2025-12-30,4,109.96
SKU-1001,101,2026-01-01,3,82.47
SKU-1001,101,2026-01-02,4,109.96
SKU-1001,101,2026-01-04,3,82.47
SKU-1001,101,2026-01-20,4,109.96
SKU-1001,101,2026-01-25,3,82.47
SKU-1001,101,2026-02-02,2,54.98
SKU-1001,101,2026-02-03,4,109.96
SKU-1001,101,2026-02-10,2,54.98
SKU-1001,102,2025-09-12,1,27.49
SKU-1001,102,2025-09-16,4,109.96
SKU-1001,102,2025-09-17,1,27.49
SKU-1001,102,2025-09-22,4,109.96
SKU-1001,102,2025-09-23,1,27.49
SKU-1001,102,2025-09-25,1,27.49
SKU-1001,102,2025-09-26,3,82.47
SKU-1001,102,2025-09-27,2,54.98
SKU-1001,102,2025-09-28,4,109.96
SKU-1001,102,2025-10-15,2,54.98
SKU-1001,102,2025-10-17,4,109.96
SKU-1001,102,2025-11-05,2,54.98
SKU-1001,102,2025-11-21,2,54.98
SKU-1001,102,2025-11-29,2,54.98
SKU-1001,102,2025-12-07,3,82.47
SKU-1001,102,2025-12-10,2,54.98
SKU-1001,102,2026-01-06,2,54.98
SKU-1001,102,2026-01-09,4,109.96
SKU-1001,102,2026-01-10,1,27.49
SKU-1001,102,2026-01-12,2,54.98
SKU-1001,102,2026-02-06,4,109.96
SKU-1001,102,2026-02-17,4,109.96
SKU-1001,102,2026-02-25,3,82.47
SKU-1001,103,2025-09-06,4,109.96
SKU-1001,103,2025-09-11,3,82.47
SKU-1001,103,2025-09-19,1,27.49
SKU-1001,103,2025-09-24,1,27.49
SKU-1001,103,2025-09-27,2,54.98
SKU-1001,103,2025-09-30,1,27.49
SKU-1001,103,2025-10-03,4,109.96
SKU-1001,103,2025-10-06,1,27.49
SKU-1001,103,2025-10-20,3,82.47
SKU-1001,103,2025-10-29,4,109.96
SKU-1001,103,2025-11-09,4,109.96
SKU-1001,103,2025-11-21,1,27.49
SKU-1001,103,2025-11-28,3,82.47
SKU-1001,103,2025-12-07,4,109.96
SKU-1001,103,2025-12-13,2,54.98
SKU-1001,103,2025-12-21,1,27.49
SKU-1001,103,2025-12-28,2,54.98
SKU-1001,103,2026-01-08,1,27.49
SKU-1001,103,2026-01-12,2,54.98
SKU-1001,103,2026-02-04,3,82.47
SKU-1001,103,2026-02-06,4,109.96
SKU-1001,103,2026-02-07,2,54.98
SKU-1001,103,2026-02-10,3,82.47
SKU-1001,103,2026-02-12,2,54.98
SKU-1001,103,2026-02-13,2,54.98
SKU-1001,103,2026-02-25,1,27.49
SKU-1001,103,2026-02-26,3,82.47
SKU-1001,104,2025-09-02,1,27.49
SKU-1001,104,2025-09-03,4,109.96
SKU-1001,104,2025-09-09,2,54.98
SKU-1001,104,2025-09-11,3,82.47
SKU-1001,104,2025-09-14,4,109.96
SKU-1001,104,2025-09-17,4,109.96
SKU-1001,104,2025-09-18,1,27.49
SKU-1001,104,2025-09-20,2,54.98
SKU-1001,104,2025-09-29,1,27.49
SKU-1001,104,2025-10-10,4,109.96
SKU-1001,104,2025-10-16,1,27.49
SKU-1001,104,2025-10-17,1,27.49
SKU-1001,104,2025-10-20,1,27.49
SKU-1001,104,2025-10-24,3,82.47
SKU-1001,104,2025-10-29,3,82.47
SKU-1001,104,2025-11-05,3,82.47
SKU-1001,104,2025-11-06,3,82.47
SKU-1001,104,2025-11-14,3,82.47
SKU-1001,104,2025-11-15,3,82.47
SKU-1001,104,2025-11-19,2,54.98
SKU-1001,104,2025-11-22,1,27.49
SKU-1001,104,2025-11-23,2,54.98
SKU-1001,104,2025-11-26,3,82.47
SKU-1001,104,2025-11-30,1,27.49
SKU-1001,104,2025-12-01,1,27.49
SKU-1001,104,2025-12-09,4,109.96
SKU-1001,104,2025-12-10,4,109.96
SKU-1001,104,2025-12-15,2,54.98
SKU-1001,104,2025-12-18,3,82.47
SKU-1001,104,2025-12-20,4,109.96
SKU-1001,104,2025-12-22,4,109.96
SKU-1001,104,2026-01-01,3,82.47
SKU-1001,104,2026-01-06,1,27.49
SKU-1001,104,2026-01-08,4,109.96
SKU-1001,104,2026-01-11,1,27.49
SKU-1001,104,2026-01-19,1,27.49
SKU-1001,104,2026-01-26,1,27.49
SKU-1001,104,2026-01-27,2,54.98
SKU-1001,104,2026-01-28,2,54.98
SKU-1001,104,2026-01-31,4,109.96
SKU-1001,104,2026-02-17,4,109.96
SKU-1001,104,2026-02-19,3,82.47
SKU-1001,104,2026-02-20,1,27.49
SKU-1001,105,2025-09-04,1,27.49
SKU-1001,105,2025-09-09,2,54.98
SKU-1001,105,2025-09-10,4,109.96
SKU-1001,105,2025-09-19,3,82.47
SKU-1001,105,2025-09-20,1,27.49
SKU-1001,105,2025-09-27,1,27.49
SKU-1001,105,2025-09-29,3,82.47
SKU-1001,105,2025-10-03,1,27.49
SKU-1001,105,2025-10-22,1,27.49
SKU-1001,105,2025-11-02,2,54.98
SKU-1001,105,2025-11-06,4,109.96
SKU-1001,105,2025-11-07,3,82.47
SKU-1001,105,2025-11-29,3,82.47
SKU-1001,105,2025-11-30,4,109.96
SKU-1001,105,2025-12-03,1,27.49
SKU-1001,105,2025-12-08,4,109.96
SKU-1001,105,2025-12-09,2,54.98
SKU-1001,105,2025-12-17,2,54.98
SKU-1001,105,2025-12-18,1,27.49
SKU-1001,105,2025-12-22,3,82.47
SKU-1001,105,2025-12-30,2,54.98
SKU-1001,105,2026-01-04,3,82.47
SKU-1001,105,2026-01-06,2,54.98
SKU-1001,105,2026-01-10,4,109.96
SKU-1001,105,2026-01-12,2,54.98
SKU-1001,105,2026-01-15,3,82.47
SKU-1001,105,2026-01-19,3,82.47
SKU-1001,105,2026-01-20,1,27.49
SKU-1001,105,2026-01-26,1,27.49
SKU-1001,105,2026-02-02,3,82.47
SKU-1001,105,2026-02-04,4,109.96
SKU-1001,105,2026-02-08,4,109.96
SKU-1001,105,2026-02-09,2,54.98
SKU-1001,105,2026-02-10,2,54.98
SKU-1001,105,2026-02-17,2,54.98
SKU-1001,105,2026-02-20,3,82.47
SKU-1001,106,2025-09-05,4,109.96
SKU-1001,106,2025-09-06,2,54.98
SKU-1001,106,2025-09-09,3,82.47
SKU-1001,106,2025-09-15,3,82.47
SKU-1001,106,2025-09-20,4,109.96
SKU-1001,106,2025-09-25,4,109.96
SKU-1001,106,2025-09-26,1,27.49
SKU-1001,106,2025-10-01,2,54.98
SKU-1001,106,2025-10-11,2,54.98
SKU-1001,106,2025-10-22,1,27.49
SKU-1001,106,2025-10-26,3,82.47
SKU-1001,106,2025-11-01,2,54.98
SKU-1001,106,2025-11-04,2,54.98
SKU-1001,106,2025-11-12,1,27.49
SKU-1001,106,2025-11-13,4,109.96
SKU-1001,106,2025-11-19,3,82.47
SKU-1001,106,2025-12-01,1,27.49
SKU-1001,106,2025-12-04,2,54.98
SKU-1001,106,2025-12-12,3,82.47
SKU-1001,106,2025-12-14,2,54.98
SKU-1001,106,2025-12-17,3,82.47
SKU-1001,106,2025-12-21,1,27.49
SKU-1001,106,2025-12-28,3,82.47
SKU-1001,106,2026-01-05,4,109.96
SKU-1001,106,2026-01-14,3,82.47
SKU-1001,106,2026-01-16,2,54.98
SKU-1001,106,2026-01-20,3,82.47
SKU-1001,106,2026-01-30,4,109.96
SKU-1001,106,2026-02-02,4,109.96
SKU-1001,106,2026-02-07,4,109.96
SKU-1001,106,2026-02-12,1,27.49
SKU-1001,106,2026-02-22,4,109.96
SKU-1001,106,2026-02-27,1,27.49
SKU-1002,47,2025-05-11,4,139.96
SKU-1002,47,2025-05-13,6,209.94
SKU-1002,47,2025-05-14,2,69.98
SKU-1002,47,2025-05-15,3,104.97
SKU-1002,47,2025-05-18,3,104.97
SKU-1002,47,2025-05-20,4,139.96
SKU-1002,47,2025-05-22,5,174.95
SKU-1002,47,2025-05-25,4,139.96
SKU-1002,47,2025-05-26,6,209.94
SKU-1002,47,2025-05-27,7,244.93
SKU-1002,47,2025-05-29,2,69.98
SKU-1002,47,2025-05-30,7,244.93
SKU-1002,47,2025-05-31,5,174.95
SKU-1002,47,2025-06-05,5,174.95
SKU-1002,47,2025-06-06,7,244.93
SKU-1002,47,2025-06-12,7,244.93
SKU-1002,47,2025-06-15,8,279.92
SKU-1002,47,2025-06-17,7,244.93
SKU-1002,47,2025-06-18,2,69.98
SKU-1002,47,2025-06-19,5,174.95
SKU-1002,47,2025-06-20,7,244.93
SKU-1002,47,2025-06-21,6,209.94
SKU-1002,47,2025-06-26,3,104.97
SKU-1002,47,2025-06-27,6,209.94
SKU-1002,47,2025-06-28,7,244.93
SKU-1002,47,2025-06-29,5,174.95
SKU-1002,47,2025-06-30,3,104.97
SKU-1002,47,2025-07-01,6,209.94
SKU-1002,47,2025-07-02,4,139.96
SKU-1002,47,2025-07-07,5,174.95
SKU-1002,47,2025-07-08,3,104.97
SKU-1002,47,2025-07-09,4,139.96
SKU-1002,47,2025-07-10,4,139.96
SKU-1002,47,2025-07-14,5,174.95
SKU-1002,47,2025-07-15,8,279.92
SKU-1002,47,2025-07-17,6,209.94
SKU-1002,47,2025-07-19,5,174.95
SKU-1002,47,2025-07-23,4,139.96
SKU-1002,47,2025-07-25,5,174.95
SKU-1002,47,2025-07-28,8,279.92
SKU-1002,47,2025-07-29,6,209.94
SKU-1002,47,2025-07-31,6,209.94
SKU-1002,47,2025-08-02,2,69.98
SKU-1002,47,2025-08-04,7,244.93
SKU-1002,47,2025-08-05,2,69.98
SKU-1002,47,2025-08-06,7,244.93
SKU-1002,47,2025-08-07,7,244.93
SKU-1002,47,2025-08-09,6,209.94
SKU-1002,47,2025-08-11,7,244.93
SKU-1002,47,2025-08-14,3,104.97
SKU-1002,47,2025-08-16,4,139.96
SKU-1002,47,2025-08-19,6,209.94
SKU-1002,47,2025-08-20,7,244.93
SKU-1002,47,2025-08-24,8,279.92
SKU-1002,47,2025-08-25,2,69.98
SKU-1002,47,2025-08-27,5,174.95
SKU-1002,47,2025-08-28,7,244.93
SKU-1002,47,2025-09-01,6,209.94
SKU-1002,47,2025-09-04,5,174.95
SKU-1002,47,2025-09-06,5,174.95
SKU-1002,47,2025-09-08,6,209.94
SKU-1002,47,2025-09-09,3,104.97
SKU-1002,47,2025-09-11,7,244.93
SKU-1002,47,2025-09-12,4,139.96
SKU-1002,47,2025-09-14,4,139.96
SKU-1002,47,2025-09-18,8,279.92
SKU-1002,47,2025-09-20,5,174.95
SKU-1002,47,2025-09-21,2,69.98
SKU-1002,47,2025-09-22,2,69.98
SKU-1002,47,2025-09-23,3,104.97
SKU-1002,47,2025-09-24,3,104.97
SKU-1002,47,2025-09-25,5,174.95
SKU-1002,47,2025-09-26,8,279.92
SKU-1002,47,2025-09-27,4,139.96
SKU-1002,47,2025-09-28,7,244.93
SKU-1002,47,2025-09-30,4,139.96
SKU-1002,47,2025-10-02,2,69.98
SKU-1002,47,2025-10-03,3,104.97
SKU-1002,47,2025-10-04,6,209.94
SKU-1002,47,2025-10-11,3,104.97
SKU-1002,47,2025-10-12,3,104.97
SKU-1002,47,2025-10-13,5,174.95
SKU-1002,47,2025-10-16,6,209.94
SKU-1002,47,2025-10-25,6,209.94
SKU-1002,47,2025-10-27,6,209.94
SKU-1002,47,2025-10-28,8,279.92
SKU-1002,47,2025-10-29,6,209.94
SKU-1002,47,2025-10-30,6,209.94
SKU-1002,47,2025-10-31,4,139.96
SKU-1002,47,2025-11-02,7,244.93
SKU-1002,47,2025-11-03,6,209.94
SKU-1002,47,2025-11-04,6,209.94
SKU-1002,47,2025-11-05,2,69.98
SKU-1002,47,2025-11-06,6,209.94
SKU-1002,47,2025-11-07,6,209.94
SKU-1002,47,2025-11-08,5,174.95
SKU-1002,47,2025-11-10,2,69.98
SKU-1002,47,2025-11-11,8,279.92
SKU-1002,47,2025-11-12,3,104.97
SKU-1002,47,2025-11-14,4,139.96
SKU-1002,47,2025-11-16,2,69.98
SKU-1002,47,2025-11-18,5,174.95
SKU-1002,47,2025-11-19,5,174.95
SKU-1002,47,2025-11-20,3,104.97
SKU-1002,47,2025-11-24,5,174.95
SKU-1002,47,2025-11-25,5,174.95
SKU-1002,47,2025-11-26,7,244.93
SKU-1002,47,2025-11-29,8,279.92
SKU-1002,47,2025-11-30,3,104.97
SKU-1002,47,2025-12-02,3,104.97
SKU-1002,47,2025-12-04,2,69.98
SKU-1002,47,2025-12-07,7,244.93
SKU-1002,47,2025-12-08,6,209.94
SKU-1002,47,2025-12-09,3,104.97
SKU-1002,47,2025-12-10,4,139.96
SKU-1002,47,2025-12-11,3,104.97
SKU-1002,47,2025-12-14,8,279.92
SKU-1002,47,2025-12-19,2,69.98
SKU-1002,47,2025-12-20,2,69.98
SKU-1002,47,2025-12-21,7,244.93
SKU-1002,47,2025-12-23,7,244.93
SKU-1002,47,2025-12-24,5,174.95
SKU-1002,47,2025-12-25,3,104.97
SKU-1002,47,2025-12-28,4,139.96
SKU-1002,47,2025-12-29,7,244.93
SKU-1002,47,2026-01-03,3,104.97
SKU-1002,47,2026-01-05,5,174.95
SKU-1002,47,2026-01-06,2,69.98
SKU-1002,47,2026-01-10,7,244.93
SKU-1002,47,2026-01-11,5,174.95
SKU-1002,47,2026-01-12,4,139.96
SKU-1002,47,2026-01-16,5,174.95
SKU-1002,47,2026-01-17,4,139.96
SKU-1002,47,2026-01-18,8,279.92
SKU-1002,47,2026-01-19,3,104.97
SKU-1002,47,2026-01-21,7,244.93
SKU-1002,47,2026-01-22,5,174.95
SKU-1002,47,2026-01-27,3,104.97
SKU-1002,47,2026-01-28,4,139.96
SKU-1002,47,2026-02-01,7,244.93
SKU-1002,47,2026-02-03,5,174.95
SKU-1002,47,2026-02-07,8,279.92
SKU-1002,47,2026-02-10,3,104.97
SKU-1002,47,2026-02-12,2,69.98
SKU-1002,47,2026-02-13,3,104.97
SKU-1002,47,2026-02-15,8,279.92
SKU-1002,47,2026-02-16,3,104.97
SKU-1002,47,2026-02-19,3,104.97
SKU-1002,47,2026-02-22,6,209.94
SKU-1002,47,2026-02-24,4,139.96
SKU-1002,47,2026-02-25,5,174.95
SKU-1002,47,2026-02-26,8,279.92
SKU-1002,47,2026-02-28,8,279.92
SKU-1002,47,2026-03-01,3,104.97
SKU-1002,47,2026-03-02,5,174.95
SKU-1002,47,2026-03-03,8,279.92
SKU-1002,47,2026-03-04,3,104.97
SKU-1002,47,2026-03-05,6,209.94
SKU-1002,47,2026-03-08,3,104.97
SKU-1002,47,2026-03-09,3,104.97
SKU-1002,47,2026-03-10,8,279.92
SKU-1002,47,2026-03-11,6,209.94
SKU-1002,47,2026-03-14,8,279.92
SKU-1002,47,2026-03-15,7,244.93
SKU-1002,47,2026-03-17,3,104.97
SKU-1002,47,2026-03-19,3,104.97
SKU-1002,47,2026-03-21,6,209.94
SKU-1002,47,2026-03-24,8,279.92
SKU-1002,47,2026-03-29,8,279.92
SKU-1002,47,2026-03-31,3,104.97
SKU-1002,47,2026-04-01,6,209.94
SKU-1002,47,2026-04-02,2,69.98
SKU-1002,47,2026-04-06,5,174.95
SKU-1002,47,2026-04-07,6,209.94
SKU-1002,47,2026-04-09,6,209.94
SKU-1002,47,2026-04-11,4,139.96
SKU-1002,47,2026-04-12,8,279.92
SKU-1002,47,2026-04-14,3,104.97
SKU-1002,47,2026-04-15,2,69.98
SKU-1002,47,2026-04-16,3,104.97
SKU-1002,47,2026-04-17,6,209.94
SKU-1002,47,2026-04-18,4,139.96
SKU-1002,47,2026-04-19,5,174.95
SKU-1002,47,2026-04-20,5,174.95
SKU-1002,47,2026-04-21,3,104.97
SKU-1002,47,2026-04-23,7,244.93
SKU-1002,47,2026-04-25,8,279.92
SKU-1002,47,2026-04-27,5,174.95
SKU-1002,47,2026-04-28,6,209.94
SKU-1002,47,2026-04-29,7,244.93
SKU-1002,47,2026-04-30,3,104.97
SKU-1002,47,2026-05-01,8,279.92
SKU-1002,47,2026-05-02,8,279.92
SKU-1002,47,2026-05-03,8,279.92
SKU-1002,47,2026-05-07,8,279.92
SKU-1002,101,2025-05-18,1,34.99
SKU-1002,101,2025-07-18,1,34.99
SKU-1002,101,2025-08-11,1,34.99
SKU-1002,101,2025-12-09,1,34.99
SKU-1002,102,2025-05-18,1,34.99
SKU-1002,102,2025-06-16,1,34.99
SKU-1002,102,2025-08-13,1,34.99
SKU-1002,102,2025-08-25,1,34.99
SKU-1002,102,2025-09-29,1,34.99
SKU-1002,102,2025-10-01,1,34.99
SKU-1002,102,2025-10-30,1,34.99
SKU-1002,102,2025-11-01,1,34.99
SKU-1002,102,2025-12-18,1,34.99
SKU-1002,102,2026-04-15,1,34.99
SKU-1002,103,2025-06-05,1,34.99
SKU-1002,103,2025-07-14,1,34.99
SKU-1002,103,2025-08-06,1,34.99
SKU-1002,103,2025-09-28,1,34.99
SKU-1002,103,2025-12-09,1,34.99
SKU-1002,103,2026-04-04,1,34.99
SKU-1002,104,2025-07-13,1,34.99
SKU-1002,104,2025-07-20,1,34.99
SKU-1002,104,2025-07-21,1,34.99
SKU-1002,104,2025-08-13,1,34.99
SKU-1002,104,2025-09-07,1,34.99
SKU-1002,104,2025-10-02,1,34.99
SKU-1002,104,2025-10-26,1,34.99
SKU-1002,104,2025-12-06,1,34.99
SKU-1002,104,2025-12-26,1,34.99
SKU-1002,104,2026-01-17,1,34.99
SKU-1002,104,2026-02-10,1,34.99
SKU-1002,104,2026-03-12,1,34.99
SKU-1002,104,2026-05-06,1,34.99
SKU-1002,105,2025-07-03,1,34.99
SKU-1002,105,2025-09-29,1,34.99
SKU-1002,105,2025-10-28,1,34.99
SKU-1002,105,2026-01-26,1,34.99
SKU-1002,105,2026-03-14,1,34.99
SKU-1002,105,2026-05-07,1,34.99
SKU-1002,106,2025-05-23,1,34.99
SKU-1002,106,2025-06-16,1,34.99
SKU-1002,106,2025-06-18,1,34.99
SKU-1002,106,2025-08-16,1,34.99
SKU-1002,106,2025-09-04,1,34.99
SKU-1002,106,2025-09-17,1,34.99
SKU-1002,106,2025-11-15,1,34.99
SKU-1002,106,2025-12-12,1,34.99
SKU-1002,106,2026-01-11,1,34.99
SKU-1002,106,2026-05-03,1,34.99
SKU-1004,47,2025-06-16,1,49.99
SKU-1004,47,2025-06-21,1,49.99
SKU-1004,47,2025-06-23,1,49.99
SKU-1004,47,2025-06-30,1,49.99
SKU-1004,47,2025-07-11,1,49.99
SKU-1004,47,2025-08-08,1,49.99
SKU-1004,47,2025-09-06,1,49.99
SKU-1004,47,2025-09-10,1,49.99
SKU-1004,47,2025-10-21,1,49.99
SKU-1004,47,2025-10-24,1,49.99
SKU-1004,47,2025-11-02,1,49.99
SKU-1004,47,2025-12-31,1,49.99
SKU-1004,47,2026-01-01,1,49.99
SKU-1004,47,2026-01-03,1,49.99
SKU-1004,47,2026-01-06,1,49.99
SKU-1004,47,2026-02-06,1,49.99
SKU-1004,101,2025-06-13,1,49.99
SKU-1004,101,2025-08-02,1,49.99
SKU-1004,101,2025-08-14,1,49.99
SKU-1004,101,2025-08-21,1,49.99
SKU-1004,101,2025-10-30,1,49.99
SKU-1004,101,2025-12-06,1,49.99
SKU-1004,101,2025-12-08,1,49.99
SKU-1004,101,2025-12-19,1,49.99
SKU-1004,101,2026-04-06,1,49.99
SKU-1004,102,2025-06-04,1,49.99
SKU-1004,102,2025-06-30,1,49.99
SKU-1004,102,2025-10-23,1,49.99
SKU-1004,102,2025-11-14,1,49.99
SKU-1004,102,2025-12-04,1,49.99
SKU-1004,102,2026-01-05,1,49.99
SKU-1004,102,2026-01-25,1,49.99
SKU-1004,102,2026-04-10,1,49.99
SKU-1004,102,2026-04-11,1,49.99
SKU-1004,103,2025-06-10,1,49.99
SKU-1004,103,2025-06-13,1,49.99
SKU-1004,103,2025-06-19,1,49.99
SKU-1004,103,2025-07-28,1,49.99
SKU-1004,103,2025-08-07,1,49.99
SKU-1004,103,2025-08-23,1,49.99
SKU-1004,103,2025-08-28,1,49.99
SKU-1004,103,2025-10-08,1,49.99
SKU-1004,103,2025-11-29,1,49.99
SKU-1004,103,2026-01-19,1,49.99
SKU-1004,103,2026-02-17,1,49.99
SKU-1004,103,2026-03-03,1,49.99
SKU-1004,104,2025-05-11,1,49.99
SKU-1004,104,2025-05-18,1,49.99
SKU-1004,104,2025-05-20,1,49.99
SKU-1004,104,2025-07-06,1,49.99
SKU-1004,104,2025-07-31,1,49.99
SKU-1004,104,2025-08-26,1,49.99
SKU-1004,104,2025-09-20,1,49.99
SKU-1004,104,2025-10-18,1,49.99
SKU-1004,104,2025-11-01,1,49.99
SKU-1004,104,2025-12-22,1,49.99
SKU-1004,104,2026-01-12,1,49.99
SKU-1004,104,2026-01-23,1,49.99
SKU-1004,104,2026-01-30,1,49.99
SKU-1004,104,2026-02-17,1,49.99
SKU-1004,104,2026-03-28,1,49.99
SKU-1004,104,2026-05-05,1,49.99
SKU-1004,104,2026-05-09,1,49.99
SKU-1004,105,2025-05-26,1,49.99
SKU-1004,105,2025-07-24,1,49.99
SKU-1004,105,2025-07-26,1,49.99
SKU-1004,105,2025-10-13,1,49.99
SKU-1004,105,2025-10-22,1,49.99
SKU-1004,105,2026-01-04,1,49.99
SKU-1004,105,2026-02-11,1,49.99
SKU-1004,105,2026-03-09,1,49.99
SKU-1004,105,2026-03-10,1,49.99
SKU-1004,105,2026-03-25,1,49.99
SKU-1004,105,2026-04-15,1,49.99
SKU-1004,106,2025-05-12,1,49.99
SKU-1004,106,2025-07-15,1,49.99
SKU-1004,106,2025-07-30,1,49.99
SKU-1004,106,2025-08-27,1,49.99
SKU-1004,106,2025-10-23,1,49.99
SKU-1004,106,2025-11-14,1,49.99
SKU-1004,106,2025-11-16,1,49.99
SKU-1004,106,2025-12-06,1,49.99
SKU-1004,106,2025-12-22,1,49.99
SKU-1004,106,2026-01-15,1,49.99
SKU-1004,106,2026-04-20,1,49.99
SKU-1005,47,2025-05-15,3,172.47
SKU-1005,47,2025-05-16,2,114.98
SKU-1005,47,2025-05-19,2,114.98
SKU-1005,47,2025-05-21,3,172.47
SKU-1005,47,2025-05-27,3,172.47
SKU-1005,47,2025-05-28,3,172.47
SKU-1005,47,2025-05-31,4,229.96
SKU-1005,47,2025-06-02,4,229.96
SKU-1005,47,2025-06-07,3,172.47
SKU-1005,47,2025-06-08,3,172.47
SKU-1005,47,2025-06-14,3,172.47
SKU-1005,47,2025-06-17,1,57.49
SKU-1005,47,2025-06-20,3,172.47
SKU-1005,47,2025-06-23,1,57.49
SKU-1005,47,2025-06-25,3,172.47
SKU-1005,47,2025-06-26,1,57.49
SKU-1005,47,2025-06-29,3,172.47
SKU-1005,47,2025-07-09,2,114.98
SKU-1005,47,2025-07-12,3,172.47
SKU-1005,47,2025-07-14,3,172.47
SKU-1005,47,2025-07-16,4,229.96
SKU-1005,47,2025-07-18,1,57.49
SKU-1005,47,2025-07-20,2,114.98
SKU-1005,47,2025-07-27,4,229.96
SKU-1005,47,2025-08-03,2,114.98
SKU-1005,47,2025-08-11,2,114.98
SKU-1005,47,2025-08-17,3,172.47
SKU-1005,47,2025-08-18,2,114.98
SKU-1005,47,2025-08-19,3,172.47
SKU-1005,47,2025-08-21,4,229.96
SKU-1005,47,2025-08-22,2,114.98
SKU-1005,47,2025-08-23,4,229.96
SKU-1005,47,2025-08-24,3,172.47
SKU-1005,47,2025-08-26,4,229.96
SKU-1005,47,2025-08-27,3,172.47
SKU-1005,47,2025-08-28,1,57.49
SKU-1005,47,2025-09-12,4,229.96
SKU-1005,47,2025-09-15,1,57.49
SKU-1005,47,2025-09-26,1,57.49
